bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	city	lc0	lc1	lc2	aLanguage	authorBirth_year
486978	1154987			0	munimentaalmeuni00mait	0	stk	1854	Glasgow		Munimenta Alme Universitatis Glasguensis. Records of the University of Glasgow, from its foundation till 1727	NULL	1854	Maitland Club (Glasgow)	85017	UK	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
62120	1010120	eng		0	remarksonhelioli00lindrich	0	sw	1899	Stockholm	P.A. Norstedt & s	Remarks on the Heliolitidae.	1829	NULL	Gustaf Lindström	60935	Sweden	NULL	70	NULL	NULL	NULL	NULL	eng	1829
33403	182904	eng		0	beginningsofchri00simc	9334591	enk	1881	London	Rivingtons	beginnings of the Christian church	1842	NULL	William Henry Simcox	119652	UK	NULL	39	NULL	NULL	NULL	NULL	eng	1842
349171	827340	eng	QC 23 M54 1914	0	elementaryph14west00mercuoft	0	onc	1914	Toronto	Copp Clark	Elementary physics for high schools	1855	NULL	F. W. Merchant	57982	Canada	NULL	59	NULL	Q	QC	23	eng	1855
946146	964700		TN705 .S82 1908	16011904	ironsteel00stanrich	0	nyu	1908	New York	D. Van Nostrand	Iron and steel	NULL	1907	John Henry Stansbie	98309	USA	NY	NULL	NULL	T	TN	705		NULL
889786	1316078			0	constructionofro00lawhuoft	0	enk	1890	London	Lockwood	construction of roads and streets.	NULL	1887	Henry Law	154442	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
626418	1212063	eng		0	northcarolinasta0096	0	ncu	1884	Raleigh, N.C	[N.C. Agricultural Society?]	The North Carolina State Exposition will be held in Raleigh, North Carolina, from October 1st to October 28th, 1884	NULL	NULL	North Carolina Agricultural Society	3815	USA	NC	NULL	NULL	NULL	NULL	NULL	eng	NULL
399603	466594	ger		0	deigrossenkirch01wessgoog	14227589		1843		Bannhard	Dei grossen Kirchenversammlungen des 15ten und 16ten Jahrhunderts in ...	NULL	NULL	NULL	87400	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
165578	931215			0	gedichte00schwgoog	3999830		1828		Cotta	Gedichte	NULL	1828	Gustav Schwab	59765	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
249450	1093739	eng		0	papaltruthfulnes00quin	0	ohu	1880	Cleveland	Leader Printing Co.	Papal truthfulness	NULL	NULL	B. L. Quinn	6783	USA	OH	NULL	NULL	NULL	NULL	NULL	eng	NULL
23073	998030	eng		0	cihm_00093	0	onc	1870	Guelph [Ont.]	Mechanics' Institute of Guelph	Evidences of ancient civilization in America	NULL	NULL	W. E. Bessey	13961	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
283959	1107734	ger		0	johannesjanssens00jansuoft	0	gw	1920	Freiburg im Breisgau	Herder	Johannes Janssens Briefe	1829	NULL	Janssen, Johannes	203322	NULL	NULL	91	NULL	NULL	NULL	NULL	ger	1829
124424	1038826			0	auskunftsbuchfr00blgoog	0		1911		F. Siemenroth	Auskunftsbuch f	NULL	1911	Hans Blücher	624639	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
362961	280209	dut		0	bijdragetoteenm08oudegoog	37778916		1872		H.W. van Marle	Bijdrage tot een Middel- en Oudnederlandsch woordenboek: Uit vele glossaria ...	1798	1870	Anthonie Cornelis Oudemans	75608	NULL	NULL	74	NULL	NULL	NULL	NULL	dut	1798
209398	737263			0	amongmanywitnes00willgoog	68140824		1891		Fleming H. Revellcompany	Among Many Witnesses: A Book for Bible Students	NULL	1891	Milan Bertrand Williams	41058	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
850870	422497		PR4504 .M38	0	masterchristian00coreuoft	0	enk	1900	London	Methuen	The master-Christian	1855	1900	Marie Corelli	213332	UK	NULL	45	NULL	P	PR	4504		1855
648234	797082	dan	ML422G68 A3	0	engladmusikantsd00gott	318178614	dk	1920	K	Kunstforlaget Danmark	En glad musikants dagbog	1854	NULL	Carl Gottschalksen	21781	Denmark	NULL	66	NULL	M	ML	422	nor	1854
913555	891468		PR4646 .A5 1895 	4017151	lifelettersofmar01edgeiala	0		1895	Boston	Houghton, Mifflin	The life and letters of Maria Edgeworth	1767	NULL	Maria Edgeworth	88777	USA	MA	128	NULL	P	PR	4646		1767
932499	511400		PR6003.E6 W5	11006176	whatpublicwantsp00benniala	4528499	xx	1910	London	F. Palmer	What the public wants	1867	NULL	Arnold Bennett	23892	UK	NULL	43	NULL	P	PR	6003	eng	1867
284164	912319	eng		0	joyoffindingorgo00garv	4912076	nyu	1914	New York	C. Scribner's sons	joy of finding	1861	NULL	Garvie, Alfred Ernest	19917	USA	NY	53	NULL	NULL	NULL	NULL	eng	1861
75992	330145	fre	DB209.D4	26008185	findelindpendan00denigoog	0	fr	1890	Paris	Colin	Fin de l'indépendance bohême	1849	NULL	Ernest Denis	NULL	France	NULL	41	NULL	D	DB	209	fre	1849
516351	1169035	fre		0	cihm_17650	0	fr	1785	A Paris	H	Troisi	1728	NULL	James Cook	85438	NULL	NULL	57	NULL	NULL	NULL	NULL	fre	1728
671806	1234163	eng		0	treatiseonpyorrh00crav	0	inu	1894	Indianapolis	W. M. Herriott	A treatise on pyorrhœa alveolaris (rigg's disease.)	NULL	NULL	Junius E. Cravens	11313	USA	IN	NULL	NULL	NULL	NULL	NULL	eng	NULL
501267	1161540	eng		0	bookofruth43cass	0	nyu	1899	New York	C. Scribner	The book of Ruth	1821	NULL	Paulus Cassel	59191	USA	NY	78	NULL	NULL	NULL	NULL	eng	1821
614642	966940	ger	MT75.R54 M8	0	musikalischedyna00riem	0	gw	1884	Hamburg	D. Rahter	Musikalische Dynamik und Agogik	1849	NULL	Hugo Riemann	58082	Germany	NULL	35	NULL	M	MT	75	ger	1849
914303	209307			0	pagesfromprivate00beeciala	2411078	enk	1898	London	Smith, Elder	Pages from a private diary.	1859	NULL	H. C. Beeching	81053	UK	NULL	39	NULL	NULL	NULL	NULL	eng	1859
468574	199592	ger		0	archivfrhygiene14unkngoog	1586828		1893		R. Oldenbourg	Archiv f	NULL	NULL	NULL	157960	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
760999	289860	eng	D59 .M92 1917	17014801	easternnationsgr01myer	16997524	mau	1917	Boston	Ginn	eastern nations and Greece	1846	NULL	P. V. N. Myers	112401	USA	MA	71	NULL	D	D	59	eng	1846
709721	1272273	eng	BX7327.C3 C3	81033144	caskeysbook00cask	0	xx	1884			Caskey's book	NULL	NULL	Thomas W. Caskey	114054	NULL	NULL	NULL	NULL	NULL	BX	7327	eng	NULL
714620	1280719	eng	BR121 .M4 1882	17031577	studiesofchristi02mart	0	mau	1882	Boston	American Unitarian association	Studies of Christianity	1805	NULL	James Martineau	NULL	USA	MA	77	NULL	NULL	BR	121	eng	1805
534709	726955	eng		0	cu31924001033939	1150281	pau	1898	Philadelphia and New York	Lea Brothers & Co.	The essentials of histology, descriptive and practical	1850	NULL	Edward Albert Sharpey-Schäfer 	87038	USA	PA	48	NULL	NULL	NULL	NULL	eng	1850
907109	243839		BJ71 L4 1916	0	historyofeuropea00leckuoft	0	nyu	1916	New York	D. Appleton	History of European morals from Augustus to Charlemagne.	1838	NULL	William Edward Hartpole Lecky	139357	USA	NY	78	NULL	B	BJ	71	eng	1838
25761	771563	eng	QA37 .K7	12012028	mathematicsofapp00kochrich	0	nyu	1912	New York	J. Wiley & sons; [etc., etc.]	mathematics of applied electricity	1875	NULL	Ernest H. Koch	153457	USA	NY	37	NULL	Q	QA	37	Unknown	1875
766153	123688	fre	D542.L7 N3	18018867	lesupplicedelouv00nars	20986049	fr	1915	Paris	Bloud & Gay	Le supplice de Louvain	NULL	NULL	Raoul Narsy	NULL	France	NULL	NULL	NULL	D	D	542	fre	NULL
98346	279438	fre	QL633.F8 V19 1837	0	ichthyologiefran00vall	0	fr	1837	Dijon	Imprimerie de E. Frantin	Ichthyologie fran	NULL	1837	J. N. Vallot	73366	France	NULL	NULL	NULL	Q	QL	633	fre	NULL
693989	1242713	fre		0	oeuvresanciennes01br	0	fr	1875	Paris	Perrotin	Oeuvres anciennes	1780	NULL	Pierre Jean de Béranger	NULL	France	NULL	95	NULL	NULL	NULL	NULL	fre	1780
709550	1271869	kor		0	chanjutusitaekpu118800	698396432	ko	1739	[Korea	s.n.]	Ch'anju Tusi t'aekp'ungdang pihae	1584	NULL	Sik Yi	NULL	NULL	NULL	155	NULL	NULL	NULL	NULL	kor	1584
793755	208911	fre	QC91 .B59	2013534	lesystmemtri00bigo	0	fr	1901	Paris	Gauthier-Villars	Le système métrique des poids et mesures.	1851	NULL	G. Bigourdan	132528	France	NULL	50	NULL	Q	QC	91	fre	1851
742338	627751	eng	DS436 .H7	12035692	peoplesproblemso00hold	1898419	nyu	1912	New York	H. Holt and company; [etc., etc.	Peoples and problems of India	1849	NULL	Holderness, T. W. Sir	47352	USA	NY	63	NULL	D	DS	436	eng	1849
449508	153097	eng		0	publicpolicyatr00coolgoog	13844919		1916		Prometheus Pub. Co.	Public Policy: A Treatise on Differential Political Economy	NULL	NULL	NULL	58119	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
387203	249251	fre		0	russesallemands00tissgoog	10469568		1881		E. Dentu	Russes & Allemands	1845	NULL	Victor Tissot	67304	NULL	NULL	36	NULL	NULL	NULL	NULL	fre	1845
82122	1019135	fre		0	uvresdesdeuxcorn01cornuoft	0	fr	1910	Paris	Biblioth`eque Charpentier	uvres des deux Corneille (Pierre et Thomas)	1606	NULL	Pierre Corneille	236678	France	NULL	304	NULL	NULL	NULL	NULL	fre	1606
139509	194612			0	locomotivebreak00fowlgoog	4892850		1903		The N. W. Henley publishing co.	Locomotive Breakdowns, Emergencies and Their Remedies	NULL	1903	George Little Fowler	52831	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
37199	1001913	eng		0	commissionerortr00jamerich	0	ie	1846	Dublin	William Curry, Jun.	commissioner, or, Travels and adventures of a gentleman	1801	NULL	G. P. R. James	253399	NULL	NULL	45	NULL	NULL	NULL	NULL	eng	1801
660478	638719	kor		0	uboksonsaengmunj088800	707636133	ko	1844	Sangju	Ubok Sŏwŏn	Ubok Sŏnsaeng munjip	1568	NULL	Kyŏng-se Chŏng	NULL	NULL	NULL	276	NULL	NULL	NULL	NULL	kor	1568
191553	295322			0	consigliaigiova00tommgoog	28299053		1869		G. Agnelli	Consigli ai giovani	NULL	1869	Niccolò Tommaseo	14770	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ita	NULL
218761	1072981			0	leonssurlessrie00adhgoog	0		1902		Gauthier-Villars	Le	NULL	NULL	Émile Borel	23418	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
716253	944492	eng	TX753 .D43 1888	85171469	oysterslamodeor00annegoog	0	enk	1888	London	Longmans, Green	Oysters à la mode, or, The oyster and over 100 ways of cooking it	NULL	NULL	De Salis Mrs.	16992	UK	NULL	NULL	NULL	T	TX	753	eng	NULL
887531	1315236			0	supernaturalreli01cassiala	0	enk	1874	London	Longmans, Green	Supernatural religion	1826	NULL	Walter Richard Cassels	193505	UK	NULL	48	NULL	NULL	NULL	NULL		1826
902342	747763			0	borrowedmonthand00stociala	19368166	stk	1887	Edinburgh	David Douglas	A borrowed month	1886	NULL	Frank Tenney Stockton	100684	UK	NULL	1	NULL	NULL	NULL	NULL	eng	1886
217951	787819			0	essaisdezoologi00saingoog	8065231		1841		Roret	Essais de zoologie g	1805	1841	Isidore Geoffroy Saint-Hilaire	NULL	NULL	NULL	36	NULL	NULL	NULL	NULL		1805
392246	295925	eng		0	anhistoricalgen00unkngoog	34327823		1743		Millar	An Historical, Genealogical, and Classical Dictionary: Containing the Lives and Characters of ...	NULL	NULL	NULL	43330	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
105645	1031817			0	collectiondeman00poorgoog	0		1884			Collection de manuscrits contenant lettres, m	NULL	NULL	Archives du Québec 	187495	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
777220	662838	eng	PS1299 .C192	21021191	josephineandoth01clargoog	2382196	mau	1856	Boston	The author	Josephine, and other poems.	1836	NULL	Simeon Tucker Clark	17710	USA	MA	20	NULL	P	PS	1299	eng	1836
344877	366088	eng	HF3027.1 .R17	8023037	speechhonjrando00stepgoog	0	nyu	1806	(New York	Reprinted for J. Butterworth and J. Hatchard	speech of the Hon. J. Randolph, representative for the state of Virginia, in the General congress of America	1773	1806	Randolph, John	22212	USA	NY	33	NULL	H	HF	3027	eng	1773
584623	1187882	ger		0	colmarunddieschr00rath	0	gw	1873	Stuttgart	Verlag A.Kr	Colmar und die Schreckenszeit	NULL	NULL	Julius Rathgeber	35374	Germany	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
754193	604331	eng	PR1191 .L42	15022573	lyricslightlife54newmuoft	3648615	xx	1878	London	Pickering & co.	Lyrics of light and life	1832	NULL	Frederick George Lee	19211	UK	NULL	46	NULL	P	PR	1191	eng	1832
275548	563063	ita		0	eltolloisuaprove00cast	12227484	it	1906	[Santiago de Chile]	Cervantes	Tollo i su aprovechamiento industrial.	NULL	1906	Luis Castillo	1579	Italy	NULL	NULL	NULL	NULL	NULL	NULL	spa	NULL
685963	898379	fre		0	lavocationausace00hurt	7564233	fr	1911	Paris	V. Lecoffre	La Vocation au sacerdoce	NULL	NULL	F. J. Hurtaud	121589	France	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
459451	618448	eng		0	proceedingsinco00congoog	908322		1888		Tuttle, Morehouse & Taylor	Proceedings in Commemoration of the Settlement of the Town of New Haven, April 25, 1888	NULL	NULL	New Haven (Conn.).	18897	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
297780	226052	eng		0	psychologyofsoci00patr	1457479		1920	Boston and New York	Houghton Mifflin company	psychology of social reconstruction	1857	NULL	George Thomas White Patrick	55078	USA	MA	63	NULL	NULL	NULL	NULL	eng	1857
353366	571210	eng	PR4329 .S37	18004002	burnsnightsatbur00burn	0	mou	1918	[St. Louis	From the press of Kutterer-Jansen]	Burns nights at the Burns club of St. Louis	NULL	1918	Burns club of St. Louis	27747	USA	MO	NULL	NULL	P	PR	4329	eng	NULL
911958	1324531			0	dominionelection00blakuoft	0	onc	1887	Toronto	Hunter, Rose & Co.	Dominion election, campaign of 1887	1833	NULL	Blake, Edward	195552	NULL	NULL	54	NULL	NULL	NULL	NULL	eng	1833
223758	1074782			0	anarchyitscause00baudgoog	0		1902		Occidental pub. co	Anarchy; Its Cause and Cure	NULL	1902	Emma Pow (Smith ) Bauder	91472	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
878449	124089		D520R8 K4 1917 	17031543	roumaniandiary1900kenn	0	enk	1917	London	W. Heinemann	Roumanian diary, 1915, 1917	NULL	1917	Kennard, Dorothy Lady.	34771	UK	NULL	NULL	NULL	D	D	520	eng	NULL
104421	159681			0	roteirodacostad00souzgoog	25821575		1883		Typ. e Lithographia Lombaerts	Roteiro da costa do norte do Brazil entre Pernambuco e Maranh	NULL	1883	Collatino Marques de Souza	22507	NULL	NULL	NULL	NULL	NULL	NULL	NULL	por	NULL
661488	173334	fre		0	deenteetdeessent00thom	224183382	fr	1914	Paris	Bloud & Gay	De Ente et de essentia divi Thomae	1225	NULL	Thomas Aquinas, Saint	49227	France	NULL	689	NULL	NULL	NULL	NULL	fre	1225
271246	450851	eng	NE2115.C7 T5	12031808	cromesetchingsca00theo	11626643	enk	1906	London	Macmillan and co., limited	Crome's etchings	1847	NULL	Theobald, H. S. Sir	18306	UK	NULL	59	NULL	N	NE	2115	eng	1847
318518	470193	lat	PQ1605 B87 Z64	0	dephilibertibugn00brunuoft	0		1891	Lugduni	Typis mandabat Storck	De Philiberti Bugnonii vita et eroticis versibus.	1860	1891	Brunot, Ferdinand	31464	NULL	NULL	31	NULL	P	PQ	1605	lat	1860
879407	38398		QE41 .C95	4014181	commonmineralsro00crosrich	0	mau	1903	Boston	D.C. Heath & company	Common minerals and rocks.	1850	NULL	Crosby, William Otis	45120	USA	MA	53	NULL	Q	QE	41	eng	1850
348079	113863	eng		2015897	historyofpennsyl02bate	0	peu	1869	Harrisburg	B. Singerly, State Printer	History of Pennsylvania volunteers, 1861-5	1827	1869	Samuel P. Bates	720808	USA	PE	42	NULL	NULL	NULL	NULL	Unknown	1827
944384	19132		PR91 .M3	0	englishliteratur00marsuoft	0	enk	1909	London	Nelson	English literature for boys and girls	1876	1909	Marshall, H. E.	183959	UK	NULL	33	NULL	P	PR	91	eng	1876
10900	488405			0	commerceofrhodei00bostrich	939324	xx	1914	Boston	The Society	Commerce of Rhode Island, 1726-1800.	NULL	NULL	NULL	168143	USA	MA	NULL	NULL	NULL	NULL	NULL	eng	NULL
742183	216269	eng	PS1944 .P8 1881	12034366	puritansguestan00hollgoog	11919279	nyu	1881	New York	C. Scribner's sons	Puritan's guest	1819	NULL	J. G. Holland	16056	USA	NY	62	NULL	P	PS	1944	eng	1819
435343	850863	ger		0	aerztlichesachv03unkngoog	8936453		1901		Richard Schoetz	Aerztliche Sachverst	NULL	NULL	NULL	341523	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
674314	269886	lat		0	pt1jusecclesiast03schm	57128318	it	1843	Romae	Ex Tipographia Rev. Cam. Apostolicae	Jus ecclesiasticum universum brevi methodo ad discentium utilitatum explicatum seu lucubrationes canonicae in quinque libros decretalium Gregorii IX. Pontificis maximi	1663	NULL	Franz Schmalzgrueber	NULL	Italy	NULL	180	NULL	NULL	NULL	NULL	lat	1663
406683	90633	eng		0	electricalengin06unkngoog	2446612		1888		Biggs & Co	The Electrical Engineer	NULL	NULL	NULL	712548	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
323866	222145	eng	QL81 O86	40030056	zoologicalsketch00oswauoft	0	enk	1883	London	W.H. Allen	Zoological sketches	1845	1883	Felix Leopold Oswald	57187	UK	NULL	38	NULL	Q	QL	81	eng	1845
487608	1155184	eng		0	reportofmeetingo00mass	0	dcu	1863	Washington, D.C	M'Gill & Witherow	Report of a meeting of the Massachusetts Soldiers' Relief Association	NULL	NULL	Massachusetts Soldiers' Relief Association.	9520	USA	DC	NULL	NULL	NULL	NULL	NULL	eng	NULL
185534	279639			0	adictionarymusi00bakegoog	559029		1895		G. Schirmer	A Dictionary of Musical Terms: Containing Upwards of 9,000 English, French ...	NULL	1895	Theodore Baker	125920	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
1023735	868728			0	sixyearsincanadi00artiiala	5667698	onc	1882	Toronto	Hunter Rose and Co.	Six years in the Canadian North-west.	NULL	NULL	Jean d' Artigue	49192	Canada	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
411954	323376	fre		0	consultationsur00vatigoog	28892965		1877		Impr. V. Goupy	Consultation sur les mesures annonc	NULL	NULL	NULL	11487	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
48226	116930	und	AP37 .C5	0	laciviltcattol08romeuoft	0	it	1850	Rome	Civiltta Cattolica	Civilt	NULL	NULL	NULL	240763	Italy	NULL	NULL	NULL	A	AP	37	und	NULL
951634	1339489			0	scenesmemories00pagerich	0	enk	1912	London	Smith, Elder	Scenes and memories	1839	NULL	Walpurga Ehrengarde Helena von Hohenthal Paget	83592	UK	NULL	73	NULL	NULL	NULL	NULL	eng	1839
386115	520908	ger		0	radiumundradioa00sommgoog	29156655		1906		Verlag der Aerztlichen Rundschau (Otto Gmelin)	Radium und Radioaktivit	1889	1906	Ernst Sommer	13782	NULL	NULL	17	NULL	NULL	NULL	NULL	ger	1889
599750	1195992	fre		0	cihm_36936	0	quc	1820	[Montr	s.n.	M	1760	NULL	Jean Henri Auguste Roux	15201	NULL	NULL	60	NULL	NULL	NULL	NULL	fre	1760
482684	1154426	eng		0	stringofpearlsde00salt	0	utu	1882	Salt Lake City	Juvenile Instructor Office	string of pearls	NULL	NULL	NULL	32759	USA	UT	NULL	NULL	NULL	NULL	NULL	eng	NULL
357177	1133647	eng		0	prospectivehisto00pudn	0	ohu	1900	[Cleveland, Ohio		Prospective history of the Pudney family	NULL	1900	W. D. Pudney	8350	USA	OH	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
343910	637602	fre	DC274 .T3 1868	18012698	parisendcembret00unkngoog	0	fr	1868	Paris	A. Le Chavalier	Paris en d	1839	1868	Ténot Eugène	NULL	France	NULL	29	NULL	D	DC	274	fre	1839
120228	206102			0	examencritiqued00gidegoog	43193007		1837		Gide	Examen critique de l'histoire de la g	1769	1837	Alexander von Humboldt	80226	NULL	NULL	68	NULL	NULL	NULL	NULL	fre	1769
545169	839658	eng	ML300 .P84	0	cu31924022299253	28594263	enk	1915	London	Chatto & Windus	A short history of Russian music	1834	NULL	Arthur Pougin	70432	UK	NULL	81	NULL	M	ML	300	eng	1834
396137	420322	eng		0	minnesotahortic16socigoog	4166469		1899		Bruce Publishing Co . [etc.]	The Minnesota Horticulturist	NULL	NULL	NULL	226943	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
814570	514996	eng	G420 .P85	5033292	voyageroundworld00port	5217877	xx	1789	London	Printed for J. Stockdale, and G. Goulding	voyage round the world	1748	NULL	Nathaniel Portlock	117094	UK	NULL	41	NULL	G	G	420	eng	1748
537994	610834	eng		0	cu31924004615534	35145195	enk	1921	London	J. D. Potter	Handy methods of geodetic astronomy for land surveyors	NULL	NULL	Theodore Graham Gribble	15713	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
812662	902895	eng	DT868 .H72	5018401	historycolonyna01holdgoog	3502317	xx	1855	London	A. Heylin [etc., etc.]	History of the colony of Natal, South Africa.	NULL	NULL	William Clifford Holden	174640	UK	NULL	NULL	NULL	D	DT	868	eng	NULL
777317	197258	eng	HD1516.C5 J4	21021766	recentcolonizat00jeffgoog	2756983	nyu	1921	New York [etc.]	Oxford University Press	Recent colonization in Chile	1863	NULL	Mark Jefferson	16708	USA	NY	58	NULL	H	HD	1516	eng	1863
246963	500871	eng		0	mannaturepoemswr00crad	3970603	enk	1883	Liverpool	Printed for private circulation	Man and nature	NULL	NULL	Thomas Craddock	13748	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
746265	10853	eng	JV1027 .M2	13022319	labourandempire00macdgoog	21222614	enk	1907	London	G. Allen	Labour and the empire	1866	NULL	MacDonald, James Ramsay	20195	UK	NULL	41	NULL	J	JV	1027	eng	1866
763963	429768	eng	PR4056 .A1 1832	18004090	completepoetica00bailgoog	3391631	pau	1832	Philadelphia	Carey & Lea	complete poetical works of Joanna Baillie.	1762	1832	Joanna Baillie	379221	USA	PA	70	NULL	P	PR	4056	eng	1762
535727	207482	eng		0	cu31924002991077	9933482	enk	1913	Watford [Eng.]	The Cooper laboratory for economic research	A handbook of forestry	NULL	NULL	William F. A. Hudson	23650	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
150870	388887			0	spinoza00auergoog	3783194		1875		Van Heusden	Spinoza	1812	1875	Berthold Auerbach	76225	NULL	NULL	63	NULL	NULL	NULL	NULL	dut	1812
513622	1167859	fre		0	lgliseromainee01hausuoft	0	fr	1869	Paris	L		1809	NULL	Haussonville, O. comte d'	154153	France	NULL	60	NULL	NULL	NULL	NULL	fre	1809
906486	274780		Q143.M2 W3	16025239	mcgeememorialmee00washrich	0	mdu	1916	Baltimore	Williams & Wilkins company	McGee memorial meeting of the Washington academy of sciences	NULL	NULL	Washington Academy of Sciences (Washington, D.C.)	38584	USA	MD	NULL	NULL	Q	Q	143	eng	NULL
964781	1344438			0	institutesoflogi00veituoft	0	stk	1885	Edinburgh	Blackwood	Institutes of logic.	1829	NULL	John Veitch	230371	UK	NULL	56	NULL	NULL	NULL	NULL		1829
648711	467588	fre		0	saintferdinandii00laur	13273166	fr	1910	Paris	J. Gabalda	Saint Ferdinand III (1198?-1252)	1866	NULL	Joseph Laurentie	NULL	France	NULL	44	NULL	NULL	NULL	NULL	fre	1866
964702	724974			0	reservesofchemic00hertiala	2435284	dcu	1921	Washington, D. C	National research council	reserves of the chemical warfare service	1867	NULL	Charles H. Herty	7020	USA	DC	54	NULL	NULL	NULL	NULL	eng	1867
64116	480950	eng		0	selectionsfromat00jebbrich	1030637		1880	London	Macmillan	Selections from The Attic orators	1841	NULL	Jebb, Richard Claverhouse Sir	153668	UK	NULL	39	NULL	NULL	NULL	NULL	eng	1841
446288	5386	ger		0	henryfieldingsd00lindgoog	10377254		1895		C.A. Koch	Henry Fielding's dramatische Werke	NULL	NULL	NULL	45582	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
263254	830900	eng	PN6110.C7 B6	16013843	bookofprincetonv01noye	1854382	nju	1916	Princeton	Princeton university press	Book of Princeton verse, 1916-1919.	NULL	NULL	NULL	14930	USA	NJ	NULL	NULL	P	PN	6110	eng	NULL
319736	559279	cze	PG5438 Z2 D9 1873	0	dwadniwchujaweno00zbuoft	0		1873	Tur. sv. Martin	N	Dwa dni w Chujawe	1812	1873	Joná Záborský	15693	NULL	NULL	61	NULL	P	PG	5438	Unknown	1812
